,,,,Chlamydia muridarum,,,,,,,,,FUNCTIONAL ANNOTATIONS,,,,,,,,,,,,,,,,,,MUTANTS,,,,STRUCTURAL MODELS,,,,,,,,,,,,,,,
khpA TC0144,TC0144,Q9PLG0,khpA,137,137,,,,CTL0132,RNA-binding protein KhpA (KH-domain protein A),14.9,Q9PLG0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,KhpA RNA-binding protein family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLG0,,,,,,cytoplasm [GO:0005737],RNA binding [GO:0003723],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00088}.,Cytoplasm {ECO:0000256|HAMAP-Rule:MF_00088}.,,,
 TC0145,TC0145,Q9PLF9,,259,259,,,,CTL0133,Cell division protein FtsQ,29.3,Q9PLF9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF9,,,,,,membrane [GO:0016020],,,,,,
 TC0146,TC0146,Q9PLF8,,110,110,,,,CTL0134,Anti-sigma factor antagonist,12.4,Q9PLF8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Anti-sigma-factor antagonist family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF8,,,,,,,anti-sigma factor antagonist activity [GO:0043856],,,,,
miaA TC0147,TC0147,Q9PLF7,miaA,314,314,,,,CTL0135,tRNA dimethylallyltransferase (EC 2.5.1.75) (Dimethylallyl diphosphate:tRNA dimethylallyltransferase) (DMAPP:tRNA dimethylallyltransferase) (DMATase) (Isopentenyl-diphosphate:tRNA isopentenyltransferase) (IPP transferase) (IPPT) (IPTase),35.4,Q9PLF7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,IPP transferase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF7,,,,,tRNA processing [GO:0008033],,ATP binding [GO:0005524]; tRNA dimethylallyltransferase activity [GO:0052381],,,SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00185}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00185}.,
mqnC TC0148,TC0148,Q9PLF6,mqnC,354,354,,,,CTL0136,Cyclic dehypoxanthine futalosine synthase (Cyclic DHFL synthase) (EC 1.21.98.1) (Dehypoxanthine futalosine cyclase) (DHFL cyclase) (Menaquinone biosynthetic enzyme MqnC),40.3,Q9PLF6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"Radical SAM superfamily, MqnC family",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF6,,,,,menaquinone biosynthetic process [GO:0009234],,"4 iron, 4 sulfur cluster binding [GO:0051539]; iron ion binding [GO:0005506]; oxidoreductase activity, acting on X-H and Y-H to form an X-Y bond [GO:0046992]; transferase activity, transferring alkyl or aryl (other than methyl) groups [GO:0016765]",,,,,
 TC0149,TC0149,Q9PLF5,,564,564,,,,CTL0137,Myosin heavy chain,65.0,Q9PLF5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF5,,,,,,,,,,,,
rsfS TC0150,TC0150,Q9PLF4,rsfS,119,119,,,,CTL0138,Ribosomal silencing factor RsfS,13.3,Q9PLF4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Iojap/RsfS family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF4,,,,,cytosolic ribosome assembly [GO:0042256]; negative regulation of ribosome biogenesis [GO:0090071]; negative regulation of translation [GO:0017148],cytoplasm [GO:0005737],,SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01477}.,Cytoplasm {ECO:0000256|HAMAP-Rule:MF_01477}.,SUBUNIT: Interacts with ribosomal protein uL14 (rplN). {ECO:0000256|HAMAP-Rule:MF_01477}.,Interacts with ribosomal protein uL14 (rplN). {ECO:0000256|HAMAP-Rule:MF_01477}.,
fabF TC0151,TC0151,Q9PLF3,fabF,418,418,,,,CTL0139,3-oxoacyl-[acyl-carrier-protein] synthase 2 (EC 2.3.1.179),44.9,Q9PLF3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"Thiolase-like superfamily, Beta-ketoacyl-ACP synthases family",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF3,,,,,fatty acid biosynthetic process [GO:0006633],,3-oxoacyl-[acyl-carrier-protein] synthase activity [GO:0004315],,,,,
 TC0152,TC0152,Q9PLF2,,150,150,,,,CTL0140,MutT/Nudix family protein,17.4,Q9PLF2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Nudix hydrolase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF2,,,,,,,hydrolase activity [GO:0016787],,,,,
ppa TC0153,TC0153,Q9PLF1,ppa,209,209,,,,CTL0141,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),23.3,Q9PLF1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,PPase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF1,,,,,phosphate-containing compound metabolic process [GO:0006796],cytoplasm [GO:0005737],inorganic diphosphate phosphatase activity [GO:0004427]; magnesium ion binding [GO:0000287],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00209}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00209}.,SUBUNIT: Homohexamer. {ECO:0000255|HAMAP-Rule:MF_00209}.,Homohexamer. {ECO:0000255|HAMAP-Rule:MF_00209}.,
 TC0154,TC0154,Q9PLF0,,346,346,,,,CTL0142,Glu/Leu/Phe/Val dehydrogenase family protein,37.3,Q9PLF0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Glu/Leu/Phe/Val dehydrogenases family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLF0,,,,,amino acid metabolic process [GO:0006520],,"nucleotide binding [GO:0000166]; oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor [GO:0016639]",,,,,
 TC0155,TC0155,Q9PLE9,,349,349,,,,CTL0143,"3`(2`),5`-bisphosphate nucleotidase, putative",39.8,Q9PLE9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Inositol monophosphatase superfamily,,,,,TRUE,,TRUE,,FALSE,,,,Q9PLE9,,,,,,,metal ion binding [GO:0046872]; phosphatase activity [GO:0016791],,,,,
 TC0156,TC0156,Q9PLE8,,253,253,,,,CTL0144,Phospholipid/glycerol acyltransferase domain-containing protein,28.8,Q9PLE8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE8,,,,,,,acyltransferase activity [GO:0016746],,,,,
 TC0157,TC0157,Q9PLE7,,537,537,,,,CTL0145,"Aas bifunctional protein, putative",59.6,Q9PLE7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE7,,,,,,,,,,,,
 TC0158,TC0158,Q9PLE6,,375,375,,,,CTL0146,8-amino-7-oxononanoate synthase (EC 2.3.1.47),41.1,Q9PLE6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE6,,,,,biosynthetic process [GO:0009058],,pyridoxal phosphate binding [GO:0030170],,,,,
priA TC0159,TC0159,Q9PLE5,priA,753,753,,,,CTL0147,Primosomal protein N' (EC 3.6.4.-) (ATP-dependent helicase PriA),84.8,Q9PLE5,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,"Helicase family, PriA subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE5,,,,,"DNA replication, synthesis of RNA primer [GO:0006269]; DNA unwinding involved in DNA replication [GO:0006268]",primosome complex [GO:1990077],ATP binding [GO:0005524]; DNA binding [GO:0003677]; DNA helicase activity [GO:0003678]; hydrolase activity [GO:0016787]; zinc ion binding [GO:0008270],,,SUBUNIT: Component of the primosome. {ECO:0000255|HAMAP-Rule:MF_00983}.,Component of the primosome. {ECO:0000255|HAMAP-Rule:MF_00983}.,
 TC0160,TC0160,Q9PLE4,,250,250,,,,CTL0148,Uncharacterized protein,28.3,Q9PLE4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE4,,,,,,,,,,,,
 TC0161,TC0161,Q9PLE3,,165,165,,,,CTL0149,Thioredoxin domain-containing protein,18.8,Q9PLE3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE3,,,,,,,,,,,,
 TC0162,TC0162,Q9PLE2,,36,36,,,,,Uncharacterized protein,4.3,Q9PLE2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE2,,,,,,,,,,,,
lysS TC0163,TC0163,Q9PLE1,lysS,524,524,,,,CTL0150,Lysine--tRNA ligase (EC 6.1.1.6) (Lysyl-tRNA synthetase) (LysRS),60.1,Q9PLE1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Class-II aminoacyl-tRNA synthetase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE1,,,,,lysyl-tRNA aminoacylation [GO:0006430],cytoplasm [GO:0005737],ATP binding [GO:0005524]; lysine-tRNA ligase activity [GO:0004824]; magnesium ion binding [GO:0000287]; nucleic acid binding [GO:0003676],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,SUBUNIT: Homodimer. {ECO:0000250}.,Homodimer. {ECO:0000250}.,
cysS TC0164,TC0164,Q9PLE0,cysS,475,475,,,,CTL0151,Cysteine--tRNA ligase (EC 6.1.1.16) (Cysteinyl-tRNA synthetase) (CysRS),54.6,Q9PLE0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Class-I aminoacyl-tRNA synthetase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLE0,,,,,cysteinyl-tRNA aminoacylation [GO:0006423],cytoplasm [GO:0005737],ATP binding [GO:0005524]; cysteine-tRNA ligase activity [GO:0004817]; zinc ion binding [GO:0008270],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,SUBUNIT: Monomer. {ECO:0000250}.,Monomer. {ECO:0000250}.,
 TC0165,TC0165,Q9PLD9,,55,55,,,,,Uncharacterized protein,6.6,Q9PLD9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD9,,,,,,,,,,,,
 TC0166,TC0166,Q9PLD8,,350,350,,,,CTL0152,Disulfide bond isomerase,39.8,Q9PLD8,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD8,,,,,,,,,,,,
rnpA TC0167,TC0167,Q9PLD7,rnpA,119,119,,,,CTL0153,Ribonuclease P protein component (RNase P protein) (RNaseP protein) (EC 3.1.26.5) (Protein C5),13.6,Q9PLD7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,RnpA family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD7,,,,,tRNA 5'-leader removal [GO:0001682],,ribonuclease P activity [GO:0004526]; tRNA binding [GO:0000049],,,SUBUNIT: Consists of a catalytic RNA component (M1 or rnpB) and a protein subunit. {ECO:0000255|HAMAP-Rule:MF_00227}.,Consists of a catalytic RNA component (M1 or rnpB) and a protein subunit. {ECO:0000255|HAMAP-Rule:MF_00227}.,
rpmH TC0168,TC0168,Q9PLD6,rpmH,45,45,,,,CTL0153A,Large ribosomal subunit protein bL34 (50S ribosomal protein L34),5.4,Q9PLD6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bL34 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD6,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rpmJ TC0169,TC0169,P66289,rpmJ,45,45,,,,CTL0154,Large ribosomal subunit protein bL36 (50S ribosomal protein L36),5.2,P66289,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bL36 family,,,,,FALSE,,FALSE,,FALSE,,,,P66289,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],structural constituent of ribosome [GO:0003735],,,,,
rpsN TC0170,TC0170,Q9PLD4,rpsN,101,101,,,,CTL0155,Small ribosomal subunit protein uS14 (30S ribosomal protein S14),11.7,Q9PLD4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Universal ribosomal protein uS14 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD4,,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,SUBUNIT: Part of the 30S ribosomal subunit. Contacts proteins S3 and S10. {ECO:0000255|HAMAP-Rule:MF_00537}.,Part of the 30S ribosomal subunit. Contacts proteins S3 and S10. {ECO:0000255|HAMAP-Rule:MF_00537}.,
 TC0171,TC0171,Q9PLD3,,166,166,,,,CTL0156,GYF domain-containing protein,19.0,Q9PLD3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD3,,,,,,membrane [GO:0016020],,,,,,
 TC0172,TC0172,Q9PLD2,,164,164,,,,CTL0158,Asp23/Gls24 family envelope stress response protein,18.2,Q9PLD2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Asp23 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD2,,,,,,,,,,,,
uvrC TC0173,TC0173,Q9PLD1,uvrC,598,598,,,,CTL0159,UvrABC system protein C (Protein UvrC) (Excinuclease ABC subunit C),68.5,Q9PLD1,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,UvrC family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD1,,,,,nucleotide-excision repair [GO:0006289]; SOS response [GO:0009432],cytoplasm [GO:0005737]; excinuclease repair complex [GO:0009380],DNA binding [GO:0003677]; excinuclease ABC activity [GO:0009381],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00203}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00203}.,SUBUNIT: Interacts with UvrB in an incision complex. {ECO:0000255|HAMAP-Rule:MF_00203}.,Interacts with UvrB in an incision complex. {ECO:0000255|HAMAP-Rule:MF_00203}.,
mutS TC0174,TC0174,Q9PLD0,mutS,820,820,,,,CTL0160,DNA mismatch repair protein MutS,92.2,Q9PLD0,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,DNA mismatch repair MutS family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLD0,,,,,mismatch repair [GO:0006298],,ATP binding [GO:0005524]; ATP-dependent DNA damage sensor activity [GO:0140664]; damaged DNA binding [GO:0003684]; mismatched DNA binding [GO:0030983],,,,,
dnaG TC0175,TC0175,Q9PLC9,dnaG,600,600,,,,CTL0162,DNA primase (EC 2.7.7.101),68.8,Q9PLC9,Unknown,AAAAAA,,FALSE,,TRUE,,TRUE,,FALSE,,FALSE,DnaG primase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC9,,,,,,DNA-directed RNA polymerase complex [GO:0000428]; primosome complex [GO:1990077],DNA binding [GO:0003677]; DNA primase activity [GO:0003896]; zinc ion binding [GO:0008270],,,SUBUNIT: Monomer. Interacts with DnaB. {ECO:0000255|HAMAP-Rule:MF_00974}.,Monomer. Interacts with DnaB. {ECO:0000255|HAMAP-Rule:MF_00974}.,
 TC0176,TC0176,Q9PLC8,,92,92,,,,CTL0163,Outer membrane protein,9.7,Q9PLC8,Unknown,AAAAAA,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC8,,,,,,,,,,,,
 TC0177,TC0177,Q9PLC7,,164,164,,,,CTL0164,TPM domain-containing protein,18.4,Q9PLC7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC7,,,,,,,,,,,,
glyQS TC0178,TC0178,Q9PLC6,glyQS,1003,1003,,,,CTL0165,Glycine--tRNA ligase (Glycyl-tRNA synthetase) (GlyRS) (EC 6.1.1.14) [Includes: Glycine--tRNA ligase alpha subunit (Glycyl-tRNA synthetase alpha subunit); Glycine--tRNA ligase beta subunit (Glycyl-tRNA synthetase beta subunit)],112.8,Q9PLC6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Class-II aminoacyl-tRNA synthetase family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC6,,,,,arginyl-tRNA aminoacylation [GO:0006420]; glycyl-tRNA aminoacylation [GO:0006426],cytoplasm [GO:0005737],arginine-tRNA ligase activity [GO:0004814]; ATP binding [GO:0005524]; glycine-tRNA ligase activity [GO:0004820]; protein dimerization activity [GO:0046983],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000250}.,Cytoplasm {ECO:0000250}.,,,
 TC0179,TC0179,Q9PLC5,,40,40,,,,,Uncharacterized protein,4.7,Q9PLC5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC5,,,,,,,,,,,,
pgsA TC0180,TC0180,Q9PLC4,pgsA,202,202,,,,CTL0166,CDP-diacylglycerol--glycerol-3-phosphate 1-phosphatidyltransferase (EC 2.7.8.5),22.6,Q9PLC4,Unknown,AAAAAA,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,CDP-alcohol phosphatidyltransferase class-I family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC4,,,,,phospholipid biosynthetic process [GO:0008654],membrane [GO:0016020],CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity [GO:0008444],SUBCELLULAR LOCATION: Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,Cell membrane {ECO:0000256|ARBA:ARBA00004651}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004651}. Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:0000256|ARBA:ARBA00004141}.,,,
glgA TC0181,TC0181,Q9PLC3,glgA,474,474,,,,CTL0167,Glycogen synthase (EC 2.4.1.21) (Starch [bacterial glycogen] synthase),53.2,Q9PLC3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"Glycosyltransferase 1 family, Bacterial/plant glycogen synthase subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC3,,,,,glycogen biosynthetic process [GO:0005978],,"alpha-1,4-glucan synthase activity [GO:0033201]; glycogen (starch) synthase activity [GO:0004373]; starch synthase activity [GO:0009011]",,,,,
rplY TC0182,TC0182,Q9PLC2,rplY,185,185,,,,CTL0168,Large ribosomal subunit protein bL25 (50S ribosomal protein L25) (General stress protein CTC),20.7,Q9PLC2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"Bacterial ribosomal protein bL25 family, CTC subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC2,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],5S rRNA binding [GO:0008097]; structural constituent of ribosome [GO:0003735],,,SUBUNIT: Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA. Binds to the 5S rRNA independently of L5 and L18. {ECO:0000255|HAMAP-Rule:MF_01334}.,Part of the 50S ribosomal subunit; part of the 5S rRNA/L5/L18/L25 subcomplex. Contacts the 5S rRNA. Binds to the 5S rRNA independently of L5 and L18. {ECO:0000255|HAMAP-Rule:MF_01334}.,
pth TC0183,TC0183,P49607,pth,179,179,,,,CTL0169,Peptidyl-tRNA hydrolase (PTH) (EC 3.1.1.29),19.9,P49607,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,PTH family,,,,,FALSE,,FALSE,,FALSE,,,,P49607,,,,,translation [GO:0006412],cytoplasm [GO:0005737],aminoacyl-tRNA hydrolase activity [GO:0004045],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00083}.,Cytoplasm {ECO:0000255|HAMAP-Rule:MF_00083}.,SUBUNIT: Monomer. {ECO:0000255|HAMAP-Rule:MF_00083}.,Monomer. {ECO:0000255|HAMAP-Rule:MF_00083}.,
rpsF TC0184,TC0184,Q9PLC1,rpsF,112,112,,,,CTL0170,Small ribosomal subunit protein bS6 (30S ribosomal protein S6),12.9,Q9PLC1,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bS6 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC1,,,,,translation [GO:0006412],cytoplasm [GO:0005737]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,
rpsR TC0185,TC0185,P24286,rpsR,81,81,,,,CTL0171,Small ribosomal subunit protein bS18 (30S ribosomal protein S18),9.4,P24286,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bS18 family,,,,,FALSE,,FALSE,,FALSE,,,,P24286,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,SUBUNIT: Part of the 30S ribosomal subunit. Forms a tight heterodimer with protein bS6. {ECO:0000255|HAMAP-Rule:MF_00270}.,Part of the 30S ribosomal subunit. Forms a tight heterodimer with protein bS6. {ECO:0000255|HAMAP-Rule:MF_00270}.,
rplI TC0186,TC0186,Q46398,rplI,167,167,,,,CTL0172,Large ribosomal subunit protein bL9 (50S ribosomal protein L9),18.4,Q46398,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bL9 family,,,,,FALSE,,FALSE,,FALSE,,,,Q46398,,,,,translation [GO:0006412],ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840],rRNA binding [GO:0019843]; structural constituent of ribosome [GO:0003735],,,,,
ispE TC0187,TC0187,Q9PLC0,ispE,283,283,,,,CTL0173,4-diphosphocytidyl-2-C-methyl-D-erythritol kinase (CMK) (EC 2.7.1.148) (4-(cytidine-5'-diphospho)-2-C-methyl-D-erythritol kinase),31.4,Q9PLC0,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"GHMP kinase family, IspE subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLC0,,,,,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; phosphorylation [GO:0016310]; terpenoid biosynthetic process [GO:0016114]",,4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase activity [GO:0050515]; ATP binding [GO:0005524],,,,,
 TC0188,TC0188,Q9PLB9,,47,47,,,,,Uncharacterized protein,5.4,Q9PLB9,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB9,,,,,,,,,,,,
 TC0189,TC0189,Q9PLB8,,450,450,,,,CTL0174,Integral membrane protein,52.2,Q9PLB8,Unknown,AAAAAA,,TRUE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,TRUE,,TRUE,,FALSE,,,,Q9PLB8,,,,,,membrane [GO:0016020],,,,,,
 TC0190,TC0190,Q9PLB7,,939,939,,,,CTL0175,Protease 3 (EC 3.4.24.55) (Pitrilysin) (Protease III) (Protease pi),106.8,Q9PLB7,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Peptidase M16 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB7,,,,,proteolysis [GO:0006508],,metal ion binding [GO:0046872]; metalloendopeptidase activity [GO:0004222],,,,,
 TC0191,TC0191,Q9PLB6,,42,42,,,,,Uncharacterized protein,5.1,Q9PLB6,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB6,,,,,,,,,,,,
 TC0192,TC0192,Q9PLB5,,338,338,,,,CTL0176,"Glycerol-3-phosphate acyltransferase, putative",39.0,Q9PLB5,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB5,,,,,glycerophospholipid metabolic process [GO:0006650],,glycerol-3-phosphate O-acyltransferase activity [GO:0004366],,,,,
cafA TC0193,TC0193,Q9PLB4,cafA,512,512,,,,CTL0177,Ribonuclease G,59.3,Q9PLB4,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,"RNase E/G family, RNase G subfamily",,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB4,,,,,RNA processing [GO:0006396],cytoplasm [GO:0005737],metal ion binding [GO:0046872]; RNA binding [GO:0003723]; RNA nuclease activity [GO:0004540],SUBCELLULAR LOCATION: Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,Cytoplasm {ECO:0000256|ARBA:ARBA00004496}.,,,
 TC0194,TC0194,Q9PLB3,,146,146,,,,CTL0178,DUF177 domain-containing protein,17.0,Q9PLB3,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB3,,,,,,,,,,,,
rpmF TC0195,TC0195,Q9PLB2,rpmF,59,59,,,,CTL0181,Large ribosomal subunit protein bL32 (50S ribosomal protein L32),6.5,Q9PLB2,Unknown,AAAAAA,,FALSE,,TRUE,,FALSE,,FALSE,,FALSE,Bacterial ribosomal protein bL32 family,,,,,FALSE,,FALSE,,FALSE,,,,Q9PLB2,,,,,translation [GO:0006412],large ribosomal subunit [GO:0015934],structural constituent of ribosome [GO:0003735],,,,,
